,age,bmi,children,charges,sex_female,sex_male,smoker_no,smoker_yes,region_northeast,region_northwest,region_southeast,region_southwest
803,-1.4980975946258075,1.8617870306249418,0,2.13752772777152,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
804,-1.1430651721076097,-0.6809480715838295,0,-0.9505395963415166,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
805,0.4190774869724608,0.823193703753272,0,-0.45647451344071877,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
806,0.06404506445426292,1.729235041825756,1,1.2760053234764588,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
807,-1.427091110122168,0.9460467665427621,0,-0.9237311932285841,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
809,-1.0010522031003306,-0.7892527453587742,1,-0.8257772011093293,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
810,0.49008397147610033,0.012525138109471635,3,-0.31591589651205404,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
811,-0.43300032707121405,1.974941167404734,3,-0.570960352823983,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
812,1.058135847505217,-1.5700162891393439,2,-0.18239499342433854,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
814,-0.21998087356029536,0.599310161696111,2,-0.6358243728539201,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
815,-1.3560846256185284,0.11921332421613338,0,-0.9453572837717861,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
816,-1.0720586876039702,-1.0503155037864387,0,-0.8647807226950507,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
817,-1.1430651721076097,1.0309123691276065,3,-0.8017416966264038,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
819,-0.43300032707121405,0.7771238052072141,0,3.5023671822691944,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
821,-0.930045718596691,-2.1099231703457835,0,-0.8782941830359072,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
822,-1.4980975946258075,0.06586923116280223,0,-0.9667406712011503,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
825,1.7682006925416125,0.17821512410845364,2,0.2397975060354836,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
826,1.200148816512496,0.17255741726946397,2,2.556864700223299,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
827,-0.21998087356029536,-0.4360501898389928,1,0.6326909338637021,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
828,0.13505154895790247,0.009292162772906197,3,2.2047329436386955,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
830,1.697194208037973,0.3843173018145051,0,0.016371110920191178,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
831,-0.21998087356029536,-0.7892527453587742,0,-0.6623767023220632,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
832,-0.7880327495894119,-1.1117420351811838,2,-0.708027674415417,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
833,1.3421617855197752,0.5928442110229801,0,-0.1214114923203497,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
835,0.20605803346154206,0.8482492626116549,2,-0.5042048494622545,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
836,-0.21998087356029536,0.12567927488926425,0,-0.7345435460116865,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
837,1.200148816512496,-0.3899802912929343,0,-0.12861163598125272,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
838,-0.29098735806393494,-1.1731685665759282,2,-0.5675114281230943,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
839,1.4131682700234147,0.1014319598650232,0,-0.0480660375800349,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
840,-1.2850781411148888,0.06101976815795435,0,-0.9747221265567378,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
841,1.4131682700234147,-0.9735323395430082,0,-0.07297343263253744,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
842,-1.1430651721076097,0.3325896964294569,2,1.9060551584189347,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
843,1.2711553010161356,-0.1475071410505213,0,1.1972668354294231,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
844,0.9871293630015773,-0.0367777357731523,0,-0.2610361680579687,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
845,1.4841747545270543,0.2792456033761263,0,2.656670945150206,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
846,0.8451163939942982,0.5621309453256081,1,-0.27768494692042966,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
847,-1.1430651721076097,3.1776079926071032,1,-0.8985791491948413,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
848,-0.8590392340930515,-1.070521599639973,0,-0.8538099348055551,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
849,1.1291423320088565,0.3317814525953151,0,-0.21680925772732237,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
850,-0.1489743890566558,0.009292162772906197,0,2.010375364746593,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
851,1.5551812390306938,0.2549982883518841,2,0.0769906429548867,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
852,0.49008397147610033,0.7771238052072141,0,2.4147076951964572,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
854,0.703103424987019,-1.1117420351811838,3,0.9110656221170984,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
855,-1.3560846256185284,-0.18145338208445866,0,-0.9455731998912279,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
856,0.6320969404833795,0.3859337894827875,0,2.3197109663800957,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
857,-1.0010522031003306,-1.0656721366351252,0,0.21882731478015668,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
858,-1.0010522031003306,0.24368287467390476,1,0.41927468113095,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
859,1.2711553010161356,-0.4239265323268717,0,-0.18642585357339322,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
860,-0.1489743890566558,2.7282244208244975,2,2.748916376135004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
861,-0.07796790455301622,-0.44009140900969945,3,-0.5049763733603899,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
862,1.1291423320088565,0.45463451538480404,2,-0.07750382533850209,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
864,0.8451163939942982,-0.8603782027632156,0,-0.36873417053428853,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
865,0.06404506445426292,-0.1329587520359765,2,-0.5509699141572882,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
866,-1.4980975946258075,1.0616256348249784,0,-1.006863755530821,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
867,1.2711553010161356,2.097794230194224,1,-0.13542542057068765,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
868,1.5551812390306938,-1.1424553008785556,0,-0.005689225405582534,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
869,-1.0010522031003306,-1.038191846274318,3,-0.7354272036506644,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
870,0.7741099094906586,0.8854284789821588,0,-0.3958469515712264,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
871,-0.930045718596691,-0.20085123410385186,1,-0.8188812641695058,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
872,0.20605803346154206,-0.9476685368504841,0,-0.603873589209824,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
873,0.2770645179651816,-0.10062899867032099,1,-0.5302029992346478,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
874,0.34807100246882117,-1.4342313250035927,3,-0.3596587034275352,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
875,-1.1430651721076097,-0.42069355699030625,0,-0.8775288224431075,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
876,0.703103424987019,-0.585575299155147,1,1.0808862097506005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
877,-0.43300032707121405,0.4392778825361181,5,-0.5465079817433142,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
879,-0.1489743890566558,-0.19761825876728645,2,-0.5750559944899599,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
880,-1.2140716566112493,0.6591202054225724,3,-0.8146472237284306,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
882,-1.2850781411148888,-1.3881614264575342,0,-0.8862362157860247,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
885,-0.5040068115748536,-0.28975805585940345,1,0.544673167054907,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
886,1.2711553010161356,-0.28248386135213077,0,1.1709203211080883,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
887,-0.21998087356029536,-0.11356090001658332,0,-0.6618914714729952,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
888,-1.2140716566112493,1.418869409515467,0,-0.9616702000745837,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
889,1.2711553010161356,0.4699911482334912,1,-0.10460866840562759,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
890,1.7682006925416125,-0.6203297840232262,0,1.347346681775947,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
891,-0.21998087356029536,-0.27197669150829323,4,-0.4972328566664799,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
892,1.058135847505217,-1.0810287694838112,0,-0.23173444486885286,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
893,0.5610904559797399,1.3283461000916326,2,2.589333752705498,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
894,1.6261877235343334,0.22428502265451214,0,0.029837590672747338,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
895,1.5551812390306938,2.146288860242706,0,-0.011177778253098928,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
896,0.2770645179651816,-1.7260073491286296,2,0.5512172819818203,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
897,-1.427091110122168,-0.8353226439048327,1,-0.916659075950873,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
898,-1.4980975946258075,1.541722472304956,0,-0.9656808248729225,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
899,-1.427091110122168,-1.3267348950627897,0,-0.9253633333572678,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
900,0.703103424987019,-1.3267348950627897,0,-0.37655189325741234,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
901,1.4841747545270543,1.6484106584116183,0,2.9627152415181217,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
902,-0.930045718596691,-0.5589032526284817,3,-0.7129090623494299,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
903,0.703103424987019,0.9905001774205376,0,-0.42357627192578595,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
904,1.4841747545270543,0.7076148354710557,0,-0.0461945390580921,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
905,-0.930045718596691,-0.22105732995738628,2,-0.721017809168332,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
907,0.34807100246882117,0.2614642390250161,1,-0.46467031068396536,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
908,1.697194208037973,1.4673640395639491,3,0.16471744412743922,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
909,-0.5040068115748536,-0.9896972162258354,0,0.35898992263828117,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
910,-1.2140716566112493,-0.3899802912929343,1,-0.8817939383030906,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
912,1.4131682700234147,-0.6510430497205988,3,0.09896216254320145,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
914,-0.43300032707121405,-0.9888889723916942,2,-0.663116436759819,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
915,-1.0720586876039702,0.5281847042916702,0,-0.8956328804603417,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
916,0.2770645179651816,-0.6203297840232262,0,0.716262548157482,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
917,0.4190774869724608,-1.265308363668045,0,1.8265805320307251,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
919,-0.29098735806393494,0.5637474329938906,1,-0.6641420717326165,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
920,1.6261877235343334,-0.9250377094945255,0,0.02116195338476076,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
921,1.6261877235343334,0.4004821784973328,0,0.0221138416532677,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
922,-0.07796790455301622,0.04485489147512659,1,-0.6438453301529192,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
923,-0.3619938425675745,0.823193703753272,0,-0.7413768101535542,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
924,0.2770645179651816,-1.2160054897854213,0,-0.5801935020012545,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
925,0.7741099094906586,0.22428502265451214,2,1.0134884231619985,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
926,-1.427091110122168,-1.1836757364197663,2,-0.8588672692393129,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
927,1.2711553010161356,-1.7171166669530744,1,-0.09732684007062166,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
928,1.6261877235343334,1.363908828793853,0,0.022805701906962964,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
929,0.13505154895790247,0.5637474329938906,1,-0.5769097547184977,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
930,-0.930045718596691,2.555260240318243,1,-0.8577401944450254,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
931,-0.006961420049376656,0.2873280417175396,1,-0.5812071068367405,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
932,0.49008397147610033,-0.7957186960319051,5,-0.25895543033069784,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
933,0.4190774869724608,0.7399445888367101,0,-0.4885200140596989,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
934,-0.5040068115748536,1.0438442704738682,2,-0.7118980589632828,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
935,1.4131682700234147,-0.5209157924238371,0,-0.08049867812285291,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
936,0.34807100246882117,-0.1596307985626418,2,1.579320772979929,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
937,-0.006961420049376656,-1.0503155037864387,5,-0.3534238895526699,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
938,-1.4980975946258075,-0.7342921646371606,2,-0.9097744008230347,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
939,0.9871293630015773,-0.20085123410385186,0,-0.309842435131413,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
940,-1.4980975946258075,-1.2143890021171382,0,-1.0084982173382084,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
941,0.7741099094906586,2.4841347829138023,1,-0.3046711964680172,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
942,-1.4980975946258075,1.529598814792836,0,-0.9170010892888286,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
943,-1.427091110122168,-1.3113782622141037,0,-0.9661904667538281,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
945,1.200148816512496,0.8207689722508478,1,-0.12724108557212022,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
946,0.20605803346154206,0.8207689722508478,2,-0.5042245837312357,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
947,-0.1489743890566558,0.5621309453256081,1,2.1587902459351356,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
948,0.20605803346154206,0.08607532701633665,0,-0.5711455150519633,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
949,-1.0010522031003306,-0.16528850540163148,3,0.5625253145814301,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
950,1.2711553010161356,-2.0024267404049807,0,-0.13887097132122994,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
951,0.8451163939942982,1.968475216731603,2,2.8616082385163497,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
952,-0.6460197805821327,-0.3746236584442478,1,-0.724108523064194,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
954,-0.3619938425675745,-0.4667634555363648,1,0.5688870190542222,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
955,-0.5750132960784932,1.4172529218471845,1,-0.7785133763583931,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
956,1.058135847505217,0.012525138109471635,1,2.4053420850626424,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
957,-1.0720586876039702,-0.6356864168719127,1,-0.04909262711353685,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
959,0.6320969404833795,0.9614033993914481,1,1.2753525826737844,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
961,-0.7170262650857724,-0.779553819349078,0,-0.8221450767505876,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
962,1.697194208037973,0.7237797121538835,1,0.1066425721683188,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
963,0.49008397147610033,-0.9581757066943217,3,-0.30876270003400247,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
964,0.9161228784979377,0.9767600322401341,2,1.10817320604989,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
965,-0.29098735806393494,-0.585575299155147,1,-0.7058055898821759,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
967,0.34807100246882117,-0.8660359096022052,1,-0.47433244010991443,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
969,-0.006961420049376656,0.5815287973450008,5,-0.3842377396193503,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
971,-0.3619938425675745,-1.1578119337272421,0,-0.6852585329219562,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
972,-1.2140716566112493,-1.6952940834312575,0,-0.8910826783231357,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
973,-1.427091110122168,1.5805181763437424,0,-0.9552612811753484,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
975,-0.7170262650857724,-1.265308363668045,0,0.2456165097599293,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
976,0.6320969404833795,1.5239411079538459,0,-0.45043625722761504,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
977,-0.930045718596691,-0.254195327157183,1,-0.8597577332385192,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
978,0.4190774869724608,1.498885549095463,3,-0.29171798726326154,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
979,-0.21998087356029536,-0.12972577669941052,0,-0.693888797258874,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
983,-0.8590392340930515,-0.021421102924466327,1,0.3005392343673889,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
984,-1.3560846256185284,-0.09820426716789735,5,-0.6917155180865835,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
985,0.34807100246882117,-0.7957186960319051,1,-0.46542949962006713,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
987,0.4190774869724608,-0.49747672123373726,1,1.2646018606956293,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
990,-0.930045718596691,-1.7656112970015572,1,-0.8200049566620846,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
991,-0.07796790455301622,-0.4667634555363648,2,-0.5054966089443014,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
992,0.7741099094906586,0.14184415157209204,2,-0.2571637290749909,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
993,-0.07796790455301622,-0.3964462419660652,1,-0.6441622392959708,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
994,-0.8590392340930515,-1.7260073491286296,3,0.2691450113924181,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
996,-0.006961420049376656,0.5459660686427804,3,-0.48264232531276857,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
999,-0.21998087356029536,-0.6203297840232262,0,-0.6622553946097962,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1000,-0.6460197805821327,-1.2499517308193593,2,0.34775400822732444,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1001,-1.0720586876039702,0.31965779508319514,0,1.7767618568720047,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1003,0.6320969404833795,-0.18145338208445866,0,0.6709864820774158,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1004,0.5610904559797399,-1.8642170447668052,1,-0.38167276067943695,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1006,-0.7880327495894119,-0.23641396280607227,2,-0.7315345167899274,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1007,0.5610904559797399,-0.40533692414162026,3,0.9785703762938591,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1009,0.8451163939942982,-0.4821200883850513,1,-0.27058456863288666,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1010,0.6320969404833795,-1.2806649965167312,0,-0.4116121521326505,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1011,0.2770645179651816,-1.7122672039482267,2,0.46517178958315963,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1012,1.5551812390306938,0.4214965181850079,4,1.9527619022108778,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1015,1.4131682700234147,-0.8506792767535187,0,-0.08958793332867014,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1016,-1.427091110122168,-0.9888889723916942,1,-0.8759311943188949,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1018,1.058135847505217,0.823193703753272,3,-0.058662968387340815,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1020,0.8451163939942982,1.0147474924447788,0,-0.36738759688615674,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1021,-1.2140716566112493,0.048087866811692026,3,1.8705266762438373,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1022,0.5610904559797399,0.8660306269627651,1,2.423015087517682,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1023,-1.4980975946258075,-1.196607637766028,1,-0.9592959244914994,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1024,0.5610904559797399,2.3596652324560297,1,-0.3864897679619152,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1025,-1.2850781411148888,0.6267904520569181,0,-0.9334776714131919,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1026,-1.427091110122168,-0.7585394796614017,1,0.2716838380414661,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1027,-1.1430651721076097,-1.941000209010236,0,0.7013186322509847,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1028,1.058135847505217,0.14184415157209204,0,-0.27954471177842033,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1030,0.49008397147610033,-1.1424553008785556,1,0.7081584948041607,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1031,1.1291423320088565,0.7237797121538835,0,2.6078027401986836,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1033,-1.4980975946258075,-1.480301223549651,0,0.045944650071925414,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1035,1.058135847505217,-1.2483352431510761,3,-0.09213630140908122,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1036,-1.2140716566112493,1.026062906122758,2,2.028272175358394,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1037,0.4190774869724608,-0.0367777357731523,1,2.2154319447953403,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1038,-1.2140716566112493,-0.2978404942008173,0,-0.9142145695870025,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1039,-1.427091110122168,-0.5589032526284817,2,0.7763370277002235,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1040,-0.29098735806393494,-0.4360501898389928,0,0.5876960489638737,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1041,-1.4980975946258075,-1.2345950979706726,0,-0.9598242859508735,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1043,-0.7880327495894119,-0.7957186960319051,0,-0.8381654949421711,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1044,1.1291423320088565,0.731053906661155,1,-0.15063028230670733,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1045,0.2770645179651816,-0.9735323395430082,2,0.7251565693924533,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1047,-1.2140716566112493,3.5332352796293085,1,2.614282996434203,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1048,-1.0010522031003306,-1.3267348950627897,1,-0.8020277433102848,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1049,0.703103424987019,0.028690014792298824,0,2.215606985172282,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1050,0.34807100246882117,1.007473297937506,1,-0.4321488659307318,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1051,1.7682006925416125,-0.6971129482666573,0,0.09995170292838285,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1052,0.703103424987019,-0.14427416571395585,1,-0.3265132156577042,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1053,0.5610904559797399,-0.14912362871880372,3,1.0114971377108533,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1057,0.4190774869724608,0.17255741726946397,0,0.39515110151153277,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1058,-1.0720586876039702,1.4172529218471845,0,-0.894994418816831,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1059,-0.5040068115748536,0.5007044139308631,1,-0.7294919072069788,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1060,-1.0720586876039702,0.20812014597168438,0,-0.9367008880224084,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1063,-0.21998087356029536,-0.3439103927468758,3,-0.5553264816095179,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1064,-0.7170262650857724,-0.8280484493975601,4,-0.6254218074757869,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1065,0.20605803346154206,-0.8765430794460428,1,-0.5137948272941014,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1066,0.6320969404833795,1.0616256348249784,2,-0.35238921005456264,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1067,-0.006961420049376656,1.928871268858676,0,-0.6213675175799583,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1068,1.697194208037973,-1.464944590700965,1,0.09621835170788841,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1069,1.058135847505217,0.1903387816205742,1,-0.18948220161362353,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1070,-0.1489743890566558,1.026062906122758,1,2.2276404880829355,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
